date,day,日,曜,col,客数,売上,祝祭日,祝祭日前日,振替休日,
2024/8/20 0:00,20,20,火,晴,414,434495,0,0,0,
2024/8/21 0:00,21,21,水,晴,504,513595,0,0,0,
2024/8/22 0:00,22,22,木,晴,398,416935,0,0,0,
2024/8/23 0:00,23,23,金,晴,430,413540,0,0,0,
2024/8/24 0:00,24,24,土,晴,603,729205,0,0,0,
2024/8/25 0:00,25,25,日,雲雷雨晴,734,821555,0,0,0,
2024/8/26 0:00,26,26,月,晴,381,433505,0,0,0,
2024/8/27 0:00,27,27,火,晴曇雨,394,421535,0,0,0,
2024/8/28 0:00,28,28,水,晴曇,385,433065,0,0,0,
2024/8/29 0:00,29,29,木,雨,55,61905,0,0,0,
2024/8/30 0:00,30,30,金,雨,105,108605,0,0,0,
2024/8/31 0:00,31,31,土,晴,637,680790,0,0,0,
2024/9/1 0:00,1,1,日,晴,829,921225,0,0,0,
2024/9/2 0:00,2,2,月,晴,360,334730,0,0,0,
2024/9/3 0:00,3,3,火,晴,422,402545,0,0,0,
2024/9/4 0:00,4,4,水,晴,426,459735,0,0,0,
2024/9/5 0:00,5,5,木,晴,408,520995,0,0,0,
2024/9/6 0:00,6,6,金,晴,474,537785,0,0,0,
2024/9/7 0:00,7,7,土,晴,557,691125,0,0,0,
2024/9/8 0:00,8,8,日,晴,850,903775,0,0,0,
2024/9/9 0:00,9,9,月,晴,376,398000,0,0,0,
2024/9/10 0:00,10,10,火,晴,399,401355,0,0,0,
2024/9/11 0:00,11,11,水,晴,448,485365,0,0,0,
2024/9/12 0:00,12,12,木,晴,419,406475,0,0,0,
2024/9/13 0:00,13,13,金,晴,424,450535,0,0,0,
2024/9/14 0:00,14,14,土,晴,777,798410,0,0,0,
2024/9/15 0:00,15,15,日,曇,883,951165,0,1,0,
2024/9/16 0:00,16,16,月,晴雨,664,686950,1,0,0,
2024/9/17 0:00,17,17,火,晴,426,412440,0,0,0,
2024/9/18 0:00,18,18,水,晴,422,508290,0,0,0,
2024/9/19 0:00,19,19,木,晴,491,518820,0,0,0,
2024/9/20 0:00,20,20,金,晴,459,495435,0,0,0,
2024/9/21 0:00,21,21,土,曇,662,781875,0,1,0,
2024/9/22 0:00,22,22,日,雨曇,772,857800,1,1,0,
2024/9/23 0:00,23,23,月,晴,892,878765,0,0,1,
2024/9/24 0:00,24,24,火,晴,371,388120,0,0,0,
2024/9/25 0:00,25,25,水,曇,445,482925,0,0,0,
2024/9/26 0:00,26,26,木,晴,381,384450,0,0,0,
2024/9/27 0:00,27,27,金,晴,446,456960,0,0,0,
2024/9/28 0:00,28,28,土,晴,747,806995,0,0,0,
2024/9/29 0:00,29,29,日,晴,903,1025895,0,0,0,
2024/9/30 0:00,30,30,月,晴,476,478250,0,0,0,
2024/10/1 0:00,1,1,火,晴,444,486740,0,0,0,
2024/10/2 0:00,2,2,水,小雨,396,443470,0,0,0,
2024/10/3 0:00,3,3,木,雨,339,450435,0,0,0,
2024/10/4 0:00,4,4,金,晴,437,470735,0,0,0,
2024/10/5 0:00,5,5,土,曇,732,810155,0,0,0,
2024/10/6 0:00,6,6,日,曇雨曇,745,835035,0,0,0,
2024/10/7 0:00,7,7,月,雨,371,443945,0,0,0,
2024/10/8 0:00,8,8,火,曇,414,465141,0,0,0,
2024/10/9 0:00,9,9,水,晴曇,479,519634,0,0,0,
2024/10/10 0:00,10,10,木,晴,489,544900,0,0,0,
2024/10/11 0:00,11,11,金,晴,478,521085,0,0,0,
2024/10/12 0:00,12,12,土,晴,744,765595,0,0,0,
2024/10/13 0:00,13,13,日,晴,889,953700,0,1,0,
2024/10/14 0:00,14,14,月,晴,723,766075,1,0,0,
2024/10/15 0:00,15,15,火,雨曇,393,437080,0,0,0,
2024/10/16 0:00,16,16,水,曇,482,521015,0,0,0,
2024/10/17 0:00,17,17,木,曇,430,495505,0,0,0,
2024/10/18 0:00,18,18,金,晴,480,524260,0,0,0,
2024/10/19 0:00,19,19,土,雨,551,664045,0,0,0,
2024/10/20 0:00,20,20,日,晴,775,830150,0,0,0,
2024/10/21 0:00,21,21,月,晴,490,510390,0,0,0,
2024/10/22 0:00,22,22,火,雨,338,359015,0,0,0,
2024/10/23 0:00,23,23,水,曇晴,457,550615,0,0,0,
2024/10/24 0:00,24,24,木,曇晴,476,486370,0,0,0,
2024/10/25 0:00,25,25,金,晴,447,475210,0,0,0,
2024/10/26 0:00,26,26,土,雨曇,612,750975,0,0,0,
2024/10/27 0:00,27,27,日,晴,799,907470,0,0,0,
2024/10/28 0:00,28,28,月,雨曇,467,474935,0,0,0,
2024/10/29 0:00,29,29,火,晴,434,501275,0,0,0,
2024/10/30 0:00,30,30,水,晴,493,526530,0,0,0,
2024/10/31 0:00,31,31,木,曇,523,608650,0,0,0,
2024/11/1 0:00,1,1,金,雨,404,471170,0,0,0,
2024/11/2 0:00,2,2,土,雨曇,455,535080,0,1,0,
2024/11/3 0:00,3,3,日,晴,1011,1101695,1,1,0,
2024/11/4 0:00,4,4,月,晴,937,1072290,0,0,1,
2024/11/5 0:00,5,5,火,晴,521,588065,0,0,0,
2024/11/6 0:00,6,6,水,晴,528,612930,0,0,0,
2024/11/7 0:00,7,7,木,晴,465,474335,0,0,0,
2024/11/8 0:00,8,8,金,晴,528,585975,0,0,0,
2024/11/9 0:00,9,9,土,晴,784,875495,0,0,0,
2024/11/10 0:00,10,10,日,曇,774,837650,0,0,0,
2024/11/11 0:00,11,11,月,雨晴,588,556615,0,0,0,
2024/11/12 0:00,12,12,火,晴,582,638540,0,0,0,
2024/11/13 0:00,13,13,水,曇晴,693,785605,0,0,0,
2024/11/14 0:00,14,14,木,晴,561,558200,0,0,0,
2024/11/15 0:00,15,15,金,雨,465,505000,0,0,0,
2024/11/16 0:00,16,16,土,曇,770,908655,0,0,0,
2024/11/17 0:00,17,17,日,晴,907,1009045,0,0,0,
2024/11/18 0:00,18,18,月,曇,555,566490,0,0,0,
2024/11/19 0:00,19,19,火,晴,575,593630,0,0,0,
2024/11/20 0:00,20,20,水,晴,623,748585,0,0,0,
2024/11/21 0:00,21,21,木,曇,605,750085,0,0,0,
2024/11/22 0:00,22,22,金,晴,594,629740,0,1,0,
2024/11/23 0:00,23,23,土,晴,899,1024580,1,0,0,
2024/11/24 0:00,24,24,日,晴,915,1028930,0,0,0,
2024/11/25 0:00,25,25,月,晴,613,790415,0,0,0,
2024/11/26 0:00,26,26,火,雨,388,435930,0,0,0,
2024/11/27 0:00,27,27,水,曇雨,486,557350,0,0,0,
2024/11/28 0:00,28,28,木,曇雨,458,481150,0,0,0,
2024/11/29 0:00,29,29,金,雨,413,468430,0,0,0,
2024/11/30 0:00,30,30,土,晴,740,920375,0,0,0,
2024/12/1 0:00,1,1,日,曇,833,1022835,0,0,0,
2024/12/2 0:00,2,2,月,曇晴雨,509,514205,0,0,0,
2024/12/3 0:00,3,3,火,晴,469,518315,0,0,0,
2024/12/4 0:00,4,4,水,晴,466,539780,0,0,0,
2024/12/5 0:00,5,5,木,曇,425,462890,0,0,0,
2024/12/6 0:00,6,6,金,晴,441,493926,0,0,0,
2024/12/7 0:00,7,7,土,晴曇,609,738930,0,0,0,
2024/12/8 0:00,8,8,日,晴,711,854170,0,0,0,
2024/12/9 0:00,9,9,月,曇,360,367280,0,0,0,
2024/12/10 0:00,10,10,火,晴,372,407075,0,0,0,
2024/12/11 0:00,11,11,水,晴,427,526540,0,0,0,
2024/12/12 0:00,12,12,木,曇,389,406180,0,0,0,
2024/12/13 0:00,13,13,金,晴,361,444180,0,0,0,
2024/12/14 0:00,14,14,土,雨,559,685395,0,0,0,
2024/12/15 0:00,15,15,日,曇,584,704875,0,0,0,
2024/12/16 0:00,16,16,月,曇,373,539155,0,0,0,
2024/12/17 0:00,17,17,火,晴,401,452235,0,0,0,
2024/12/18 0:00,18,18,水,曇,437,506710,0,0,0,
2024/12/19 0:00,19,19,木,雨,346,409255,0,0,0,
2024/12/20 0:00,20,20,金,晴,426,519970,0,0,0,
2024/12/21 0:00,21,21,土,曇雨,703,1172870,0,0,0,
2024/12/22 0:00,22,22,日,晴,589,735120,0,0,0,
2024/12/23 0:00,23,23,月,晴,365,387835,0,0,0,
2024/12/24 0:00,24,24,火,曇,433,485365,0,0,0,
2024/12/25 0:00,25,25,水,晴,408,497650,0,0,0,
2024/12/26 0:00,26,26,木,曇晴,446,595140,0,0,0,
2024/12/27 0:00,27,27,金,晴曇,548,786520,0,0,0,
2024/12/28 0:00,28,28,土,霰雨,617,935410,0,0,0,
2024/12/29 0:00,29,29,日,晴曇,751,1210535,0,0,0,
2024/12/30 0:00,30,30,月,晴,669,902570,0,0,0,
2024/12/31 0:00,31,31,火,晴,359,423475,0,1,0,
2025/1/1 0:00,1,1,水,晴,,,1,0,0,
2025/1/2 0:00,2,2,木,晴,,,0,0,0,
2025/1/3 0:00,3,3,金,晴,391,456090,0,0,0,
2025/1/4 0:00,4,4,土,曇,445,583175,0,0,0,
2025/1/5 0:00,5,5,日,曇,492,558875,0,0,0,
2025/1/6 0:00,6,6,月,晴,344,376240,0,0,0,
2025/1/7 0:00,7,7,火,雨雪,340,340510,0,0,0,
2025/1/8 0:00,8,8,水,曇,406,439615,0,0,0,
2025/1/9 0:00,9,9,木,曇雪,315,350540,0,0,0,
2025/1/10 0:00,10,10,金,雪曇,190,196420,0,0,0,
2025/1/11 0:00,11,11,土,曇雪,473,520085,0,0,0,
2025/1/12 0:00,12,12,日,曇雪,550,642120,0,1,0,
2025/1/13 0:00,13,13,月,晴曇,565,641030,1,0,0,
2025/1/14 0:00,14,14,火,曇,353,391600,0,0,0,
2025/1/15 0:00,15,15,水,曇,424,651905,0,0,0,
2025/1/16 0:00,16,16,木,曇,326,339185,0,0,0,
2025/1/17 0:00,17,17,金,曇,387,404605,0,0,0,
2025/1/18 0:00,18,18,土,晴,613,703860,0,0,0,
2025/1/19 0:00,19,19,日,晴,720,830805,0,0,0,
2025/1/20 0:00,20,20,月,晴,348,372080,0,0,0,
2025/1/21 0:00,21,21,火,晴,406,468620,0,0,0,
2025/1/22 0:00,22,22,水,晴,429,521880,0,0,0,
2025/1/23 0:00,23,23,木,晴,455,495275,0,0,0,
2025/1/24 0:00,24,24,金,晴,438,480035,0,0,0,
2025/1/25 0:00,25,25,土,晴,678,791080,0,0,0,
2025/1/26 0:00,26,26,日,晴,740,868450,0,0,0,
2025/1/27 0:00,27,27,月,曇雨,307,338695,0,0,0,
2025/1/28 0:00,28,28,火,雪雨,340,398500,0,0,0,
2025/1/29 0:00,29,29,水,曇,317,374710,0,0,0,
2025/1/30 0:00,30,30,木,晴,359,378800,0,0,0,
2025/1/31 0:00,31,31,金,晴,429,476070,0,0,0,
2025/2/1 0:00,1,1,土,曇雨,480,568890,0,0,0,
2025/2/2 0:00,2,2,日,曇,626,703195,0,0,0,
2025/2/3 0:00,3,3,月,雨,365,384325,0,0,0,
2025/2/4 0:00,4,4,火,雪,182,201985,0,0,0,
2025/2/5 0:00,5,5,水,雪,149,122835,0,0,0,
2025/2/6 0:00,6,6,木,雪,240,274075,0,0,0,
2025/2/7 0:00,7,7,金,雪,213,235255,0,0,0,
2025/2/8 0:00,8,8,土,曇雪,378,387220,0,0,0,
2025/2/9 0:00,9,9,日,晴,598,701195,0,0,0,
2025/2/10 0:00,10,10,月,曇,358,363820,0,1,0,
2025/2/11 0:00,11,11,火,晴,652,698895,1,0,0,
2025/2/12 0:00,12,12,水,雨,314,354270,0,0,0,
2025/2/13 0:00,13,13,木,晴,382,396070,0,0,0,
2025/2/14 0:00,14,14,金,晴,409,458860,0,0,0,
2025/2/15 0:00,15,15,土,曇,556,690065,0,0,0,
2025/2/16 0:00,16,16,日,雨晴,707,768950,0,0,0,
2025/2/17 0:00,17,17,月,晴曇,398,434545,0,0,0,
2025/2/18 0:00,18,18,火,曇,426,499850,0,0,0,
2025/2/19 0:00,19,19,水,晴,432,463085,0,0,0,
2025/2/20 0:00,20,20,木,晴,374,439410,0,0,0,
2025/2/21 0:00,21,21,金,晴,405,419145,0,0,0,
2025/2/22 0:00,22,22,土,晴,558,732255,0,1,0,
2025/2/23 0:00,23,23,日,曇,752,912090,1,1,0,
2025/2/24 0:00,24,24,月,晴,581,606640,0,0,1,
2025/2/25 0:00,25,25,火,晴,385,414140,0,0,0,
2025/2/26 0:00,26,26,水,雨晴,413,461465,0,0,0,
2025/2/27 0:00,27,27,木,晴,396,407440,0,0,0,
2025/2/28 0:00,28,28,金,曇,433,609465,0,0,0,
2025/3/1 0:00,1,1,土,曇雨,666,788520,0,0,0,
2025/3/2 0:00,2,2,日,雨,553,691790,0,0,0,
2025/3/3 0:00,3,3,月,雨,338,378835,0,0,0,
2025/3/4 0:00,4,4,火,雨,286,331650,0,0,0,
2025/3/5 0:00,5,5,水,曇,400,477050,0,0,0,
2025/3/6 0:00,6,6,木,曇,455,474325,0,0,0,
2025/3/7 0:00,7,7,金,晴,394,472565,0,0,0,
2025/3/8 0:00,8,8,土,曇晴,663,755790,0,0,0,
2025/3/9 0:00,9,9,日,晴,769,859970,0,0,0,
2025/3/10 0:00,10,10,月,晴,417,450470,0,0,0,
2025/3/11 0:00,11,11,火,晴,422,455540,0,0,0,
2025/3/12 0:00,12,12,水,晴,458,514105,0,0,0,
2025/3/13 0:00,13,13,木,曇,405,419390,0,0,0,
2025/3/14 0:00,14,14,金,曇晴,425,500890,0,0,0,
2025/3/15 0:00,15,15,土,雨,500,636845,0,0,0,
2025/3/16 0:00,16,16,日,雨,572,686755,0,0,0,
2025/3/17 0:00,17,17,月,曇,424,503175,0,0,0,
2025/3/18 0:00,18,18,火,雪雨,343,579670,0,0,0,
2025/3/19 0:00,19,19,水,雪雨,406,519320,0,1,0,
2025/3/20 0:00,20,20,木,晴,808,921445,1,0,0,
2025/3/21 0:00,21,21,金,晴,518,574875,0,0,0,
2025/3/22 0:00,22,22,土,晴,743,819465,0,0,0,
2025/3/23 0:00,23,23,日,晴,806,920380,0,0,0,
2025/3/24 0:00,24,24,月,曇,404,445465,0,0,0,
2025/3/25 0:00,25,25,火,晴,451,496215,0,0,0,
2025/3/26 0:00,26,26,水,晴,520,575780,0,0,0,
2025/3/27 0:00,27,27,木,雨,386,419085,0,0,0,
2025/3/28 0:00,28,28,金,雨,386,450095,0,0,0,
2025/3/29 0:00,29,29,土,晴,630,761575,0,0,0,
2025/3/30 0:00,30,30,日,晴,765,840840,0,0,0,
2025/3/31 0:00,31,31,月,晴,467,479390,0,0,0,
